,id,name,description,pic_url,total_comics,total_series,total_stories,total_events
1010874,1010874,Slyde,"A scientist at Beemont Manufacturing, Jalome Beacher created a chemical that could be used to coat a surface and thereby eliminate all friction between it and any other object, which he used, after being downsized, to rob banks and his former employers.",http://i.annihil.us/u/prod/marvel/i/mg/2/90/4c0035a51844b.jpg,1,1,1,0
1010930,1010930,Hobgoblin (Jason Macendale),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,4,9,1
1011319,1011319,Ken Ellis,"Former Daily Bugle and current DB! reporter Ken Ellis first made a splash during the public debut of Ben Reilly as the Scarlet Spider, providing the new costumed hero with his name following a pitched battle with Venom.",http://i.annihil.us/u/prod/marvel/i/mg/5/80/4c002e50c1a87.jpg,6,3,6,0
1009226,1009226,Cargill,,http://i.annihil.us/u/prod/marvel/i/mg/f/50/4c0040744c205.jpg,1,1,1,0
1014985,1014985,Green Goblin (Barry Norman Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/e/f0/4cd05ee55faa2.jpg,12,1,12,0
1009528,1009528,Randall,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,7,3,11,0
1009307,1009307,Force Works,,http://i.annihil.us/u/prod/marvel/i/mg/6/a0/52740df74b57d.jpg,28,4,28,1
1010995,1010995,Wolfsbane (Age of Apocalypse),"An only child, Rahne Sinclair's mutant powers emerged during the culling of Scotland by the Apocalypse's Horseman Mikhail when her parents attempted to hide her, but failed, and Rahne was discovered by Mikhail's hounds and brought before him alongside her parents whom Mikhail made Rahne beg for their lives, making her pledge allegiance to Apocalypse.",http://i.annihil.us/u/prod/marvel/i/mg/3/20/528d3602d37e0.jpg,1,1,1,0
1009457,1009457,Mother Askani,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,9,3,11,0
1009341,1009341,Hemingway,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,2,0
1009455,1009455,Morg,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,2,6,0
1011342,1011342,Vance Astro,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,31,3,52,0
1010936,1010936,Jubilee (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/4/03/53616326ca627.jpg,3,1,3,1
1010973,1010973,Shadow King (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/2/80/535feae2ecfc6.jpg,2,1,2,1
1010953,1010953,Mystique (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/4/03/528d33b473550.jpg,2,1,2,1
1011341,1011341,Starhawk (Stakar Ogord),"Though best known as a 31st century hero in the alternate Reality-691 timeline, the enigmatic, space-faring Starhawk originated a millennium earlier.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,29,2,48,0
1010912,1010912,Callisto (Age of Apocalypse),,http://i.annihil.us/u/prod/marvel/i/mg/f/c0/535feb96ee0fb.jpg,1,1,1,1
1009691,1009691,Vengeance (Michael Badilino),"Michael Badilino became consumed with gaining vengeance on Ghost Rider for what happened to his family, and the demon Mephisto granted him the power with which to do so, transforming him into Vengeance.",http://i.annihil.us/u/prod/marvel/i/mg/3/e0/528d3655b9f06.jpg,37,4,60,1
1009566,1009566,Scream (Donna Diego),"Out of the five alien symbiotes that were forcefully extracted from Venom (while bonded with Eddie Brock) by the Life Foundation, Donna's is the only one still active today that is not bonded to Hybrid.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,5,10,0
1010987,1010987,Unus (Age of Apocalypse),Unus worked for Apocalypse and was sent into Old New York City to search for any remaining humans there and to kill them.,http://i.annihil.us/u/prod/marvel/i/mg/6/c0/536165c7d94ae.jpg,1,1,1,1
1011021,1011021,Phalanx,,http://i.annihil.us/u/prod/marvel/i/mg/e/03/527411987e35d.jpg,3,2,3,0
1011008,1011008,Morlocks,,http://i.annihil.us/u/prod/marvel/i/mg/f/90/537f6cfa0e8bd.jpg,9,6,10,0
1014063,1014063,Night Thrasher (Dwayne Taylor),,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5ab3d8bf66.jpg,14,4,20,0
1009582,1009582,Shinobi Shaw,"Shinobi Shaw is the illegitimate son of Sebastian Shaw, who was rejected and abandoned by his father at an early age and grew tired of waiting to inherit his father's wealth and wearied of the elder Shaw's contempt for his decadent lifestyle.",http://i.annihil.us/u/prod/marvel/i/mg/b/a0/4c003c1bbf29f.jpg,5,3,6,0
1010848,1010848,Silhouette,"Silhouette Chord is a descendant of the Dragon's Breadth cult, which spent centuries trying to master the Well of All Things, a hidden interdimensional mystic energy breach in Cambodia.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,4,7,2
1011071,1011071,Demogoblin,"Jason Macendale, the newest Hobgoblin was down on his luck and offered the demon N'astirh his soul in exchange for power during the  Inferno crisis, turning him into the Demogoblin.",http://i.annihil.us/u/prod/marvel/i/mg/c/80/535fedd611db9.jpg,5,3,5,1
1011361,1011361,American Eagle (Jason Strongbow),,http://i.annihil.us/u/prod/marvel/i/mg/f/80/4ce5a6d8b8f2a.jpg,6,2,6,0
1009646,1009646,Talisman (Elizabeth Twoyoungmen),"Elizabeth Twoyoungmen was born in Calgary, Alberta, Canada, the daughter of Michael Twoyoungman (Shaman) of the Canadian superhero team Alpha Flight.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,2,10,1
1011150,1011150,Paibok,,http://i.annihil.us/u/prod/marvel/i/mg/3/30/4c002f617817e.jpg,4,2,7,0
1011141,1011141,Cerise,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1011330,1011330,Revanche,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,1,1,1,0
1009678,1009678,Tusk,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,3,7,0
1009248,1009248,Fabian Cortez,,http://i.annihil.us/u/prod/marvel/i/mg/4/f0/4c0040603dda1.jpg,6,3,6,0
1017109,1017109,Black Widow/Natasha Romanoff (MAA),"Natasha Romanoff, also known as Black Widow, is a world-renowned super spy and one of S.H.I.E.L.D.'s top agents. Her hand-to-hand combat skills, intelligence, and unpredictability make her a deadly secret weapon. True to her mysterious nature, Black Widow comes and goes as she pleases, but always appears exactly when her particular skills are needed.",http://i.annihil.us/u/prod/marvel/i/mg/a/03/523219743a99b.jpg,1,1,1,0
1011034,1011034,Terror,"In the distant past, Terror battled a green bear-like demon that threatened early mankind, sacrificing his own form to overcome it; he was then cursed to wear its decayed form but gained its power.",http://i.annihil.us/u/prod/marvel/i/mg/2/80/4c0032410b8d8.jpg,13,5,13,1
1009510,1009510,PsyNapse,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,2,4,0
1009575,1009575,Shalla-bal,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,10,4,10,0
1010331,1010331,Monster Badoon,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1011134,1011134,Microchip,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,12,5,12,0
1011073,1011073,Bloodaxe,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,1,6,0
1010928,1010928,Green Goblin (Harry Osborn),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,11,3,11,2
1009218,1009218,Calypso,,http://i.annihil.us/u/prod/marvel/i/mg/9/b0/4ce59f17087ab.jpg,6,3,6,1
1010977,1010977,Lieutenant Marcus Stone,,http://i.annihil.us/u/prod/marvel/i/mg/5/30/4c0032b127cf1.jpg,1,1,1,0
1010372,1010372,Warhawk (Mitchell Tanner),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,8,7,8,0
1009635,1009635,Sumo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,1,4,0
1009586,1009586,Shotgun,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,4,3,0
1009335,1009335,Felicia Hardy,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,2,4,1
1010949,1010949,Moon Knight (House of M),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011306,1011306,Dargo Ktor,,http://i.annihil.us/u/prod/marvel/i/mg/c/b0/4ce5a6299ade4.jpg,1,1,1,0
1011159,1011159,Stellaris,"It is unknown how Stellaris survived the extermination of her home world by the Celestials or how she acquired her living armor, but ever since she has committed herself to their destruction.",http://i.annihil.us/u/prod/marvel/i/mg/5/e0/4c002f4445ce5.jpg,2,1,4,0
1009178,1009178,Beef,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,1,1,1,0
1009373,1009373,Jetstream,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1010859,1010859,Black Crow,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,2,0
1010356,1010356,Black Queen,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,2,0
1010824,1010824,Shooting Star,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011077,1011077,Ikaris,,http://i.annihil.us/u/prod/marvel/i/mg/9/50/4c0030d8df78e.jpg,15,4,17,0
1011230,1011230,Scrambler,"Korean national Kim Il Sung was the youngest member of the Marauders, the superhuman assassins responsible for massacring the underground mutant community known as the Morlocks.",http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c002f076451c.jpg,2,2,2,1
1011281,1011281,Wolfpack,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,14,4,14,0
1011315,1011315,U-Foes,,http://i.annihil.us/u/prod/marvel/i/mg/8/a0/4c002e56c5cd1.jpg,5,4,7,1
1010957,1010957,Orphan-Maker,,http://i.annihil.us/u/prod/marvel/i/mg/c/50/4c7c63f383bac.jpg,19,2,19,1
1010668,1010668,Warren Worthington III,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,6,2,6,0
1009642,1009642,Sym,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,3,0
1011205,1011205,Madripoor,,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c7c6221db444.jpg,1,1,1,0
1010858,1010858,Shockwave,"Lancaster Sneed was a secret agent working for the United Kingdom’s MI:6, but no one esteemed him as highly as himself, and despite his pride, he was wounded in an explosion on his first field assignment and forced to undergo a radical surgery that grafted metal plates and cybernetic systems to his body.",http://i.annihil.us/u/prod/marvel/i/mg/5/c0/4c0035c193fc3.jpg,1,1,5,0
1009230,1009230,Catseye,,http://i.annihil.us/u/prod/marvel/i/mg/f/60/4c002e0305708.gif,1,1,1,0
1009549,1009549,Roulette,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,2,0
1011349,1011349,Blackout,,http://i.annihil.us/u/prod/marvel/i/mg/c/60/4ce5a6b641eb9.jpg,5,4,8,0
1010368,1010368,Dreadnoughts,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,5,3,9,0
1010816,1010816,Hate-Monger (Adolf Hitler),,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035ea3151e.jpg,3,3,4,0
1009668,1009668,Thunderbolt (Bill Carver),,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1010355,1010355,Elements of Doom,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011228,1011228,Outlaw Kid,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,3,1,3,0
1009422,1009422,Mandroid,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,2,1,0
1010902,1010902,Mordo,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,2,0
1009674,1009674,Toad Men,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,4,0
1011286,1011286,Cobalt Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,4,3,6,0
1011425,1011425,Whizzer (Stanley Stewart),Stanley Stewart is a native of the alternate Earth (Earth-S) on which the organization of the superhuman champions known as the Squadron Supreme arose.,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,2,1,2,0
1010894,1010894,Millie the Model,,http://i.annihil.us/u/prod/marvel/i/mg/9/00/4c003597aefd0.jpg,31,3,289,0
1011395,1011395,Talon (Fraternity of Raptors),"Falling to Earth wrapped in a ball of flame, Talon crash landed next to the home of Chris Powell, the young hero known as Darkhawk.",http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011196,1011196,Captain Flint,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,0,0,0,0
1009397,1009397,Lava-Man,,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,1,1,1,0
1011113,1011113,Blue Blade,,http://i.annihil.us/u/prod/marvel/i/mg/b/e0/4ce5a4b76d1c0.jpg,1,1,1,0
1011094,1011094,Xavin,,http://i.annihil.us/u/prod/marvel/i/mg/3/a0/4ce5a49743462.jpg,2,2,2,0
